course_code,course_title,course_teacher,link,fas_code,unique_code,course_id,num_responded,num_students,course_score_mean,course_score_median,course_score_mode,course_score_stdev,lecturer_score_mean,lecturer_score_median,lecturer_score_mode,lecturer_score_stdev,workload_score_mean,workload_score_median,workload_score_mode,workload_score_stdev,rec_score_mean,rec_score_median,rec_score_mode,rec_score_stdev,sentiment_score_mean,sentiment_score_median,sentiment_score_mode,sentiment_score_stdev,gem_probability_mean,gem_probability_median,gem_probability_mode,gem_probability_stdev,best_comment,max_sent_score,worse_comment,min_sent_score,best_gem_comment,max_gem_probability
HAA 96A,Architecture Studio I: Transformations 001,Panzano,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e68c746826f6c9bfd55f5268042b7890e6d808c2cf28f0181bce964b9df28f98b66ca7b15e38e159c3bc412e0e708090&ReportType=2&regl=en-US,FAS-109375-2252-1-1-001,FAS-109375-2252-1-1-001(Panzano),109375,8,10,4.0,4.0,4.0,1.2449501958307447,4.5,4.5,4.0,0.502518907629606,16.0,13.5,10.0,7.87,4.13,4.5,5.0,1.36,0.70355,0.8646499999999999,0.979,0.4046433429577212,0.0,0.0,0.0,0.0,"High workload, high payoff. As an HAA Architecture Studies concentrator, I needed to take this class, but I am glad I took it regardless. It totally took over my semester and was often very frustrating with late nights in the studio and early mornings scrambling, but I loved it and became friends with pretty much everyone in the class. Truly think I came to a new level of understanding of architecture, design, and the creative process as a whole, with every little consideration that goes into it. Was very cool to feel that happen in real time, which hadn't happened to me before.",0.979,"Know that you're not bad at architecture just because the only kind of feedback you get is negative critique, that is just the structure of the GSD so that's how the course operates. Also, be prepared to work a lot. Personally I didn't have much of a life outside of this class this semester and had to pull a few all–nighters (as someone who had never done an all–nighter before). It felt like an unsupportive introduction class because it didn’t feel like an environment where you could make mistakes, ask questions, or not be knowledgeable. There was some active eye–rolling when I asked questions even though it was an intro class and so of course you would have questions. They also don’t teach how to use of the software in a very clear way which makes the assignments stressful and hard to figure out. For reference, a metaphor someone else in the class came up with was that this class is like having a paper due before every single class (meets Mondays and Wednesdays) but each time it’s in a new language and instead of being taught the grammar of any of those languages you’re just told everything you did wrong. It’s quite a stressful process but you will become very capable even though there's quite a learning curve.  I wouldn't recommend this class unless you have to take it but you will feel proud of yourself afterwards.",-0.0783,,0.0
HAA 96B,Architecture Studio II: Connections 001,Panzano,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=12f3c4f5aabc7d4424620aa107c1ee5c9380f375fdfac4aefcd724572a897302d9274e557e4dee276d93989f55952638&ReportType=2&regl=en-US,FAS-110362-2252-1-1-001,FAS-110362-2252-1-1-001(Panzano),110362,8,9,4.29,5.0,5.0,1.162795060228737,4.33,4.0,4.0,0.47258156262526085,17.17,19.0,20.0,4.02,4.17,4.5,5.0,0.98,0.8773333333333333,0.8768,0.9769,0.09930107418015846,0.0,0.0,0.0,0.0,"Great course! Really brought together more what we learned in HAA96A and fine tuned our architectural drawing skills (esp drawing with Rhino and Photoshop which we didn't do much in the previous course). I feel like i learned so so much through the structure of this course that was more conceptually continuous from beginning to end than 96A. We were given a topic in the very beginning that pretty much stayed through all the various assignments and built up more and more later into the semester which is really enjoyed! Very happy with my last semester of studio, and prepares great for various skills needed for senior thesis!",0.9769,,0.0,,0.0
HAA 97R,The Sophomore Seminar 001,Roberts,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2cda5c9b2ead0f71d2ec242e401aa95b7b1469e94c129a4fa683607115db1a9df11cf4d9dd409e92b82a5ca938dc9dfd&ReportType=2&regl=en-US,FAS-126539-2252-1-1-001,FAS-126539-2252-1-1-001(Roberts),126539,8,10,3.8,4.0,3.0,0.7521014330903549,0.0,0.0,0.0,-1.0,7.75,7.5,5.0,3.2,4.33,4.0,4.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0
HAA 98CR,Junior Tutorial - Race & Aesthetics 001,Roberts,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=257c3f73476b0af28c0e3e967d0e53787e1a4bb0fcf102364eee34b6f66a70f3ec69ba92765e07ddf835900a7cfe2c81&ReportType=2&regl=en-US,FAS-222098-2252-1-1-001,FAS-222098-2252-1-1-001(Roberts),222098,5,5,4.8,5.0,5.0,0.40201512610368484,0.0,0.0,0.0,-1.0,10.67,7.0,20.0,8.14,4.6,5.0,5.0,0.55,0.8256,0.8256,0.7163,0.15457354236737922,0.0,0.0,0.0,0.0,"Be prepared to engage meaningfully with very dense art historical scholarship paired with contemporary discourse and scholarship. This course will make you a better art historian, give you a better sense of art history's stakes, and is applicable far beyond black art as you will be able to understand a multitude of art objects through a deep orientation with a specific scholarly lens. You will leave this course with a deep understanding of the history of race as an aesthetic construct, as well as with a better grasp of a plethora of methodological approaches to art history that expand upon the foundation built through intro art history courses.",0.9349,,0.0,,0.0
HAA 98DR,Junior Tutorial - Writing Art History 001,Roberts,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=f9759b1522c56fecb66204b5636f934e6d730e1b75d8c373eb7ec6aac8039d336f358e0ac139d7cbac5212c34c8d6eb1&ReportType=2&regl=en-US,FAS-222100-2252-1-1-001,FAS-222100-2252-1-1-001(Roberts),222100,7,13,4.5,4.5,4.0,0.502518907629606,0.0,0.0,0.0,-1.0,3.5,4.0,4.0,1.22,4.5,4.5,4.0,0.55,0.62115,0.62115,0.5327,0.1250871895919003,0.0,0.0,0.0,0.0,"I'm glad I took this tutorial. You will get as much out of this class as you put in. Putting effort into the assignments, doing the readings, and participating in class makes for a good course. This is the type of class that becomes lackluster when not everyone participates.",0.7096,,0.0,,0.0
HAA 99B,Tutorial - Senior Year 001,Lambert-Beatty,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=f2e8e4b74fa8264f2bc5ed7c1b9f0a462b0c67cb9489fbe7a0c3499f6f2364a866ce6522792f4adedb892d4a3b93388e&ReportType=2&regl=en-US,FAS-159972-2252-1-1-001,FAS-159972-2252-1-1-001(Lambert-Beatty),159972,7,9,4.75,5.0,5.0,0.4351941398892446,5.0,5.0,5.0,0.0,12.0,12.5,15.0,3.56,4.67,5.0,5.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0
HAA 100R,Sophomore Excursion Course 001,Estrin,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=f37d0114bad58a1aa40bba3fc8606448bd3abfce56e60743a744db5761dc8d2db4f2ae0bfefe370791914346eb109f1b&ReportType=2&regl=en-US,FAS-124385-2252-1-1-001,FAS-124385-2252-1-1-001(Estrin),124385,10,13,4.75,5.0,5.0,0.4351941398892446,4.75,5.0,5.0,0.4351941398892446,4.25,4.5,5.0,1.98,4.88,5.0,5.0,0.35,0.8704,0.9089,0.9148,0.12342038729480634,0.0,0.0,0.0,0.0,"Even though you might not study the field, I’d still recommend taking HAA100r. It’s such a great opportunity to meet other concentrators and really get to know them well – I’ve become close friends with many of them since the excursion. It was also so nice to know the professors who are all really kind and approachable!",0.969,,0.0,,0.0
HAA 100R,Sophomore Excursion Course 001,Hamburger,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=84e23e7aafc37f070f170806718c36c591db5212658f1997459db27edb8403855c4a835a5bb51f330ce4e6371dafa3d6&ReportType=2&regl=en-US,FAS-124385-2252-1-1-001,FAS-124385-2252-1-1-001(Hamburger),124385,10,13,4.75,5.0,5.0,0.4351941398892446,5.0,5.0,5.0,0.0,4.25,4.5,5.0,1.98,4.88,5.0,5.0,0.35,0.8704,0.9089,0.9148,0.12342038729480634,0.0,0.0,0.0,0.0,"Even though you might not study the field, I’d still recommend taking HAA100r. It’s such a great opportunity to meet other concentrators and really get to know them well – I’ve become close friends with many of them since the excursion. It was also so nice to know the professors who are all really kind and approachable!",0.969,,0.0,,0.0
HAA 100R,Sophomore Excursion Course 001,Pereda,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a4b693b520290a29cdf4dc56c0f23c6448e39e310adb34721f11563e44fa22768f9bceaa9626bb6fae2e68ddd21017f9&ReportType=2&regl=en-US,FAS-124385-2252-1-1-001,FAS-124385-2252-1-1-001(Pereda),124385,10,13,4.75,5.0,5.0,0.4351941398892446,4.75,5.0,5.0,0.4351941398892446,4.25,4.5,5.0,1.98,4.88,5.0,5.0,0.35,0.8704,0.9089,0.9148,0.12342038729480634,0.0,0.0,0.0,0.0,"Even though you might not study the field, I’d still recommend taking HAA100r. It’s such a great opportunity to meet other concentrators and really get to know them well – I’ve become close friends with many of them since the excursion. It was also so nice to know the professors who are all really kind and approachable!",0.969,,0.0,,0.0
HAA 128,Topics in Arabic Art and Culture: Art of the Qur'an 001,Roxburgh,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=63fcd101f2ecec063fdee955cf747d3cccc260ef0d5c6d14874c9c195aa33f9031b8d2af427a9fe0a269842ddacd43dd&ReportType=2&regl=en-US,FAS-114565-2252-1-1-001,FAS-114565-2252-1-1-001(Roxburgh),114565,8,15,4.75,5.0,5.0,0.6731042318472623,4.88,5.0,5.0,0.33655211592363116,6.75,5.5,5.0,2.25,4.5,5.0,5.0,0.76,0.7580749999999999,0.8211999999999999,0.4199,0.2383360005678258,0.0,0.0,0.0,0.0,"Professor Roxburgh's class is challenging but well worth it. I would recommend this course to any who are even remotely interested in the arts of the Islamic book as well as the Qur'an as an art object. You can survive without Arabic, but any Arabic training will definitely prove useful!",0.97,,0.0,,0.0
HAA 172P,Artisanal Modernism & the Labor of Women 001,Gough,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=0b8b47d992b0c405a8161d32a2c4a6ec0de829983ecb9d10b825655fbb8a14cf133e72f30157be963ae1ab8fee14fe9f&ReportType=2&regl=en-US,FAS-218177-2252-1-1-001,FAS-218177-2252-1-1-001(Gough),218177,8,10,4.75,5.0,5.0,0.4351941398892446,4.75,5.0,5.0,0.4351941398892446,6.0,5.0,4.0,2.78,4.63,5.0,5.0,0.74,0.84985,0.85685,0.837,0.10378733545091137,0.0,0.0,0.0,0.0,"Such a fun class! This obviously depends on your classmates to some extent, but Professor Gough and my peers made the class conversations so lively and engaging.  I also appreciated the structure of every class, which often (not always) started with a quick presentation by Professor Gough that provided an overview of the topic as well as can supplement any gaps in understanding the denser readings. This is then followed by looking at objects and art in the study center. We had a trip to the MoMA in April which is a great experience to speak to curators and other Harvard faculty.",0.9771,,0.0,,0.0
HAA 172Z,Color in the Era of the Colony 001,Lajer-Burcharth,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=7615bfda09cbabc10ac70492f4a3aaad16745692dedd3e9319f6fd15a10ed5be43e5e8c96e1e48337b136e2daec1da77&ReportType=2&regl=en-US,FAS-222235-2252-1-1-001,FAS-222235-2252-1-1-001(Lajer-Burcharth),222235,10,13,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,5.2,4.5,4.0,2.53,5.0,5.0,5.0,0.0,0.8086,0.9733499999999999,0.0,0.39659793746311894,0.0,0.0,0.0,0.0,"This class was one of my favorites I have taken at Harvard. The class trip was amazing and allowed the students to bond, but also was so insightful to the course material. I could not recommend more taking a class with Professor Lajer–Burcharth; she is knowledgeable and all of her feedback in and out of class is useful and constructive. She leads the class extremely well and makes us feel comfortable with the material and sharing our opinions. She treats the material with care and it is evident she is passion about these topics, which is infectuous. The course is structured wonderfully and we get to look at different material each week.",0.9853,,0.0,,0.0
HAA 178M,Photography as Medium 001,Kelsey,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=99f74141d8ef1886ca325f98ce3da17286276fd51edacbc88574841aec84742891e2323212d54757c80fc818c208f06c&ReportType=2&regl=en-US,FAS-225868-2252-1-1-001,FAS-225868-2252-1-1-001(Kelsey),225868,11,15,4.9,5.0,5.0,0.30151134457776363,5.0,5.0,5.0,0.0,4.22,4.0,4.0,1.39,4.9,5.0,5.0,0.32,0.711,0.9269,-0.5684,0.567218570452931,0.0,0.0,0.0,0.0,"Prof. Kelsey is great and this course is super interesting if you're interested in photography and art history. I would definitely recommend taking this class, especially to expand your concept of art history and modern art. Some of the readings and photography analysis in the modern era requires keeping an open mind to what photography should/can look like, so I would especially recommend if you're interested in modern art and how photography can move into the present day.",0.9796,"If you see a class with Professor Kelsey, take it!! You may not get an A, but you will come out a more precise speaker, writer, and thinker.  Don't let your GPA stop you from taking this!",-0.5684,,0.0
HAA 179V,Vision and Justice (The Seminar) 001,Lewis,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5596f7d9b0814de82c28a3290ff657f763765ae29966c6536e36944590d4cdc60f60010c931274561d3d032d0dd2f7d0&ReportType=2&regl=en-US,FAS-224362-2252-1-1-001,FAS-224362-2252-1-1-001(Lewis),224362,10,10,4.78,5.0,5.0,0.41633319989322654,4.71,5.0,5.0,0.45604802157206864,6.0,6.0,3.0,2.58,4.89,5.0,5.0,0.33,0.9205428571428571,0.9395,0.8908,0.0904078141376223,0.0,0.0,0.0,0.0,"There was very limited information about this class going into it so I didn't fully know what to expect. Overall, I really enjoyed this class and am glad that I took it. The class is focused on how racial hierarchies are created and perpetuated through art. It will expose you to dark truths that America often tries to ignore. I loved the lessons on art and indigenous Americans and art and the Japanese intonement and wish that there was more time spent focusing on this throughout the course. I would recommend this course to any student who is interested in the African American experience and race studies through an art history lens. Sometimes I felt the course was a little repetitive however Professor Lewis is a very caring lecturer who really takes the time to understand her students. I really appreciated how each class began with time sharing what we were grateful for that week. There was a lot of flexibility in the final project which was great for exploring.",0.9892,,0.0,,0.0
HAA 186K,Gender and Art in Japan and Beyond 001,McCormick,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=45da1ba8e69f8318b957f4f2bcba4ce1f4d30a58eaa46de341db5d7f46223157d7aed4b88da3cd617080c5f171d36c06&ReportType=2&regl=en-US,FAS-224210-2252-1-1-001,FAS-224210-2252-1-1-001(McCormick),224210,7,14,4.5,5.0,5.0,0.7697241372886474,4.83,5.0,5.0,0.3775251680686369,6.83,4.5,4.0,4.71,4.33,4.5,5.0,0.82,0.8120333333333334,0.9134,0.9804,0.2359858117203942,0.0,0.0,0.0,0.0,"This course is tough as an undergrad because it is dominated by PhD students, who made up about 3/4 of the class. They had extensive specific background knowledge that made some conversations difficult to follow. That aspect of the course is not ideal, but Professor McCormick is awesome and does her best to make discussions accessible to all backgrounds. She clearly cares about her students and wants everyone to succeed, and that is why the class is enjoyable.",0.9804,,0.0,,0.0
HAA 187K,"Architecture, Urbanism, and Design in a Global South Asia: 18th century to the present 001",Khandelwal,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=cdf743fc9f474cb14367b188f1bb9f500bdea60046d8483b36beec0005c24942699ced5599d76d46d13b7c9e16373a95&ReportType=2&regl=en-US,FAS-221679-2252-1-1-001,FAS-221679-2252-1-1-001(Khandelwal),221679,10,13,4.43,5.0,5.0,0.7282884321503674,4.57,5.0,5.0,0.7297037292405271,7.29,6.0,10.0,3.3,4.29,5.0,5.0,1.11,0.8353,0.8353,0.8353,-1.0,0.0,0.0,0.0,-1.0,Highly recommended! Professor Khandelwal structures each weekly seminar to be both collaborative and engaging. I learned a great deal about Global South Asia and of art historical methods through this course.,0.8353,,0.0,,0.0
HAA 193X,African Architecture 001,Blier,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a16d64e0d96502f228f1d9709f766dab0eaaa85201f4d9fda461991806c40b854d62cb72fb049443fda464eb13c6c47b&ReportType=2&regl=en-US,FAS-111508-2252-1-1-001,FAS-111508-2252-1-1-001(Blier),111508,5,11,4.0,4.5,5.0,1.2309149097933274,4.0,4.0,3.0,1.005037815259212,4.75,4.5,8.0,2.5,4.0,4.5,5.0,1.41,0.5386,0.9098,-0.2263,0.6625183544627273,0.0,0.0,0.0,0.0,Highly recommend this class! Professor Blier is a phenomenal teacher who is well versed in the subject and presents it in an interesting way. The material spans across many years and regions giving you new and interesting material to work with. You also get to focus on your favorite subject for the final paper.,0.9323,"I would recommend taking this class if you have some basic knowledge of African architecture and native building material, because if not, lectures could be disorienting or confusing. The class material is also very broad and expansive, and it could be difficult to follow along with all of the content because of how the material is structured weekly. It is also not very structured.",-0.2263,,0.0
HAA 270K,Repairing America 001,Roberts,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=3931bdbe4decee09bdb70a93c12babcd0426118201f57188582823d45a0184bd84528d5a5f499e3415a3295b58218ff8&ReportType=2&regl=en-US,FAS-224212-2252-1-1-001,FAS-224212-2252-1-1-001(Roberts),224212,5,6,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,7.33,8.0,10.0,3.06,5.0,5.0,5.0,0.0,0.89955,0.92415,0.7777,0.09277178091064835,0.0,0.0,0.0,0.0,"TAKE THIS CLASS!!!!!!! It is truly a once–in–a–lifetime opportunity! You will get to go behind the scenes and see things that many museum staff don't even get to see (a few examples from this semester: seeing a John Singer Sargent painting which had NEVER been displayed, seeing the other *half* of the glass flowers collection which is in storage, and getting to touch a David Drake pot). Conservation labs are endlessly fascinating, and we got to go on field trips almost every week! Profs Roberts and Ballard were wonderful complements to each other––Prof. Roberts provided the academic art historians' perspective while Prof. Ballard provided the working curator's perspective. And both of them were wonderfully creative and supportive of students' work!",0.9722,,0.0,,0.0
HAA 279P,The Object in the Art Museum 001,Homann,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=d29fc768155af353aa273adefd414391d586361082f256cef76e16300d8a3484eadea1fcf6f5c1781dc6bd54d590fed0&ReportType=2&regl=en-US,FAS-211197-2252-1-1-001,FAS-211197-2252-1-1-001(Homann),211197,14,15,4.75,5.0,5.0,0.590587896150757,4.92,5.0,5.0,0.2726599243442907,3.25,3.0,3.0,1.22,4.85,5.0,5.0,0.55,0.9497625,0.9430499999999999,0.9336,0.024715347314111197,0.0,0.0,0.0,0.0,"Take this class (please please please remember to apply on time – it is popular and hard to get in but if you demonstrate your own interesting perspectives you stand a great shot!)! This class had about 5–6 undergrads and the rest (8) were grad students across HAA, HKS, HLS, and the Divinity School. Everyone brought such interesting ideas and perspectives to every class. Joachim and Kate are incredible professors and you will gain a totally new appreciation for art and art museums by learning everything from art dealers to provenance to restoration and everything in between.  The weekly assignments and readings aren't too long but to get the most out of the course you should do them. The major project of the course is a 10 page paper on an object you pick (that will be going into an exhibit – our kunstkamer objects go on display in July 2025, more on that later) and it's super interesting.On the objects, this was mainly about Dutch 16–17th century art. Since our collection is going up I'm not sure what the focus will be but it's worth reaching out and asking because if you aren't at all interested in the theme you won't get as much out of the course as someone who is – like we all became experts on Dutch 16–17th century art. All in all, my favorite course at Harvard and my only Arts and Humanities course and what an incredible way to finish up college.",0.993,,0.0,,0.0
HAA 279P,The Object in the Art Museum 001,Smith,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=1dfd5e4282c7fddd253c4add3f5d641e5e61ae4aad63be96c9ea7011b2aceeee895c08e7835e8af8f27e5ae3eeca651e&ReportType=2&regl=en-US,FAS-211197-2252-1-1-001,FAS-211197-2252-1-1-001(Smith),211197,14,15,4.75,5.0,5.0,0.590587896150757,4.92,5.0,5.0,0.2726599243442907,3.25,3.0,3.0,1.22,4.85,5.0,5.0,0.55,0.9497625,0.9430499999999999,0.9336,0.024715347314111197,0.0,0.0,0.0,0.0,"Take this class (please please please remember to apply on time – it is popular and hard to get in but if you demonstrate your own interesting perspectives you stand a great shot!)! This class had about 5–6 undergrads and the rest (8) were grad students across HAA, HKS, HLS, and the Divinity School. Everyone brought such interesting ideas and perspectives to every class. Joachim and Kate are incredible professors and you will gain a totally new appreciation for art and art museums by learning everything from art dealers to provenance to restoration and everything in between.  The weekly assignments and readings aren't too long but to get the most out of the course you should do them. The major project of the course is a 10 page paper on an object you pick (that will be going into an exhibit – our kunstkamer objects go on display in July 2025, more on that later) and it's super interesting.On the objects, this was mainly about Dutch 16–17th century art. Since our collection is going up I'm not sure what the focus will be but it's worth reaching out and asking because if you aren't at all interested in the theme you won't get as much out of the course as someone who is – like we all became experts on Dutch 16–17th century art. All in all, my favorite course at Harvard and my only Arts and Humanities course and what an incredible way to finish up college.",0.993,,0.0,,0.0
HAA 310B,"Works of Art: Materials, Forms, Histories 001",Pereda,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5c2a4bbdf43150ea6639e891e1803426747b6dff27cc8ae0addd2a0ed828e4e45bd27e44ef20ffbe60fd2c29ee796959&ReportType=2&regl=en-US,FAS-126514-2252-1-1-001,FAS-126514-2252-1-1-001(Pereda),126514,5,10,4.33,4.0,4.0,0.47258156262526085,5.0,5.0,5.0,0.0,1.67,2.0,2.0,0.58,4.33,4.0,4.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0
HISTSCI 97,Tutorial - Sophomore Year 001,Lemov,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=0ccfa9b36f0088c21c85849e7c61c55ec11befa3fe542ed8f99c3cbe3b0713b6fea5e7de077001ad8dc41d5d45b9f80d&ReportType=2&regl=en-US,FAS-115419-2252-1-1-001,FAS-115419-2252-1-1-001(Lemov),115419,9,12,4.5,5.0,5.0,1.1325755042059107,4.8,5.0,5.0,0.40201512610368484,5.4,6.0,6.0,0.89,4.6,5.0,5.0,0.55,0.5539,0.8168,0.8449,0.47989718690569544,0.0,0.0,0.0,0.0,this course is so wonderful! you learn so much about history of science and how various subjects /topics overlap. i highly recommend !,0.8449,,0.0,,0.0
HISTSCI 97,Tutorial - Sophomore Year 001,Robinson,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=95580dfbc4d4a1bd2c0812ccc01e65cba8ffd8f9d3aa20dfd246e7d17d1bcdeddf0bf2cafdae55c016f55759c55a1497&ReportType=2&regl=en-US,FAS-115419-2252-1-1-001,FAS-115419-2252-1-1-001(Robinson),115419,9,12,4.5,5.0,5.0,1.1325755042059107,4.8,5.0,5.0,0.40201512610368484,5.4,6.0,6.0,0.89,4.6,5.0,5.0,0.55,0.5539,0.8168,0.8449,0.47989718690569544,0.0,0.0,0.0,0.0,this course is so wonderful! you learn so much about history of science and how various subjects /topics overlap. i highly recommend !,0.8449,,0.0,,0.0
HISTSCI 97,Tutorial - Sophomore Year 002,Lemov,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a85a905199aa66bf4b902f52ff105ab12dc685113599facbdf545436964d0371143616aea0ddeef2fd7980a3d3e9d77f&ReportType=2&regl=en-US,FAS-115419-2252-1-1-002,FAS-115419-2252-1-1-002(Lemov),115419,25,30,4.38,5.0,5.0,0.9076554323301237,5.0,5.0,5.0,0.0,5.62,5.0,3.0,2.92,4.33,5.0,5.0,0.91,0.7429,0.9240999999999999,0.7249,0.4274517323972518,0.0,0.0,0.0,0.0,"This course is a tough one to figure out. The structure is a little strange, with overlapping assignments, but fully manageable. I highly recommend taking this course before HS100 if you like learning in lecture form, as a lot of the material overlaps. If you like being the section kid, then post–HS100 for sure. I think the problem with this course is that it accomplishes some goals and fails at others. The in the boxes project sets you up nicely for archival research, and I think it really changed the way that I approach archives at Harvard. But, the lectures are long and don't actually have that much content in them. It is a 2 hour plenary block where a class full of students pretends to have done a reading we didn't really do. The readings are easy to fake having done, so very few put in that extra effort. Grading wise, it is super fair, and the course staff is incredibly kind. The professors and TFs are AWESOME, and I really loved the final presentation aspect. It is definitely a low pressure environment in which to test research ideas and thoughts on your Junior paper topic.",0.9909,"This class is boring, but a requirement. You can kind of slack off and be fine — just do quality work on the assignments. You can basically sleep through class. I have no idea what was ever discussed in this class; the content is kind of useless.",-0.7498,,0.0
HISTSCI 97,Tutorial - Sophomore Year 002,Robinson,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=814b7e50fa1c5bd9e9b21cbaafd11ed670bc575e10a57c097567eb7c435fed1a5b85e2edf4ea5ef82bde3061ef691cfb&ReportType=2&regl=en-US,FAS-115419-2252-1-1-002,FAS-115419-2252-1-1-002(Robinson),115419,25,30,4.38,5.0,5.0,0.9076554323301237,5.0,5.0,5.0,0.0,5.62,5.0,3.0,2.92,4.33,5.0,5.0,0.91,0.7429,0.9240999999999999,0.7249,0.4274517323972518,0.0,0.0,0.0,0.0,"This course is a tough one to figure out. The structure is a little strange, with overlapping assignments, but fully manageable. I highly recommend taking this course before HS100 if you like learning in lecture form, as a lot of the material overlaps. If you like being the section kid, then post–HS100 for sure. I think the problem with this course is that it accomplishes some goals and fails at others. The in the boxes project sets you up nicely for archival research, and I think it really changed the way that I approach archives at Harvard. But, the lectures are long and don't actually have that much content in them. It is a 2 hour plenary block where a class full of students pretends to have done a reading we didn't really do. The readings are easy to fake having done, so very few put in that extra effort. Grading wise, it is super fair, and the course staff is incredibly kind. The professors and TFs are AWESOME, and I really loved the final presentation aspect. It is definitely a low pressure environment in which to test research ideas and thoughts on your Junior paper topic.",0.9909,"This class is boring, but a requirement. You can kind of slack off and be fine — just do quality work on the assignments. You can basically sleep through class. I have no idea what was ever discussed in this class; the content is kind of useless.",-0.7498,,0.0
HISTSCI 98,Tutorial - Junior Year 001,Lemov,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=b954439a826b0cd7885adf094420081d3fb2285a3e9906570f4c29450bb8f5ed3e9edd76ecb221bf4dadb482164872db&ReportType=2&regl=en-US,FAS-109660-2252-1-1-001,FAS-109660-2252-1-1-001(Lemov),109660,10,14,4.78,5.0,5.0,0.41633319989322654,5.0,5.0,5.0,0.0,7.44,6.0,6.0,2.74,4.67,5.0,5.0,0.5,0.86864,0.8685,0.8027,0.06387513600768299,0.0,0.0,0.0,0.0,"This course gets progressively harder as the year goes on and the deadline for the final paper approaches. It is helpful to have a topic in mind beforehand, or at least a general idea of what fields or time frames you are interested in researching , but it is definitely not necessary. The course is designed to leave more than enough time for a person to explore different ideas and hone in on one. Additionally, the course is designed to where the assignments consistently build off of each other. During the last few weeks of the course, the time I spent working on the course significantly skyrocketed as I was consistently reading, writing, or revising. However, the course is an overall positive experience as you create a final paper that relates to a topic of interest. Also, the course has a lot of built in support and feedback!",0.9698,,0.0,,0.0
