department,subject,course_number,title,course_id,term,credits,weekdays,start_time,end_time,instructors,distribution,requirements,description
Faculty of Arts and Sciences,FYSEMR,72Z,Oil and Empire,222106,2026 Spring,4,,,,,,Instructor Permission Required,"Rosie Bsheer What is the relationship between oil and empire? How has control over oil—the single most important commodity in the world—shaped the nature of power, politics, and environmental and social life in the twentieth century? How have different disciplines contributed to and at times undermined a critical understanding of oil politics? This interactive seminar will address these and other questions by examining the political, social, material and cultural history of oil. Given the centrality of oil to modern life, control over this prized resource has resulted in a complex and often violent history. We will thus look at the ways in which the political economy of oil has shaped the rise and fall of empires, the fate of nation-states, the making of the economy, the nature of class, gender, and racial discrimination, and the production of historical knowledge and the built urban environment. By moving between primary source documents and films, novels, multi-disciplinary scholarly analyses, in-class discussions, and written assignments, students will learn to be principal investigators and thereby sharpen their own critical interpretive abilities. While this seminar will address global trends and processes, the primary focus will be on the Middle East. First-Year Seminars are available only to first-year students. You may apply to both Fall 2025 and Spring 2026 First-Year Seminars via the FYS lottery between July 7 and August 7, 2025 at 11:59PM-midnight.You may apply to as many seminars each term as you would like, but we recommend you apply to at least six in fall and three in spring.As part of your application, you must provide a brief statement on why you are interested in each seminar. You will be notified of lottery results for both fall and spring seminars at 10am on Mon, August 11th. If you are unsuccessful in the lottery, you may still join any seminar with open seats. A list of open seminars and instructions on next steps will be available on the First-Year Seminar Program website August 11th at 12 Noon."
Faculty of Arts and Sciences,FYSEMR,73F (01),Socialism,222542,2025 Fall,4,Tue,12:00 PM,02:45 PM,Stephen Marglin  Does,,Instructor Permission Required,"Stephen Marglin Does socialism have a future?After the collapse of the Soviet Union, the embrace of the market by China, and the definitive turn of the Western European Left towards accommodation with the existing capitalist order, socialism was consigned to the dustbin of history. Only to rise from the dead: according to a 2022 Pew Research poll, more young Americans have a favorable view of socialism (44 percent) than of capitalism (40 percent). This seminar will address the future of socialism by interrogating its past. What is socialism? How has its meaning changed over time? Why did the reality of socialism, particularly in the Soviet Union, turn out so differently from its promise of abundance, harmony, and freedom? How does Marx's vision of history figure into the socialist project? What assumptions about human beings underlie the conviction that socialism would constitute progress? What are the assumptions that suggest that socialism would be destructive? Are smaller scale cooperative enterprises feasible alternatives to capitalism?"
Faculty of Arts and Sciences,FYSEMR,73G,The Emotions—How do they arise? How can (and should) we manage,222555,2026 Spring,4,,,,,,Instructor Permission Required,"Them? Susanna Rinard Emotions are central to our lives as human beings. Strong emotions (both our own, and other people's) are often involved in both the best and the worst times of our lives. In this seminar we will ask questions like the following: Where do emotions come from? How do they arise, and to what extent is it possible for us to exercise agency over the existence and expression of our emotions? Are emotion categories like anger universal, or culturally relative? Is there something that all instances of anger (for example) have in common, or does anger encompass a diverse range of states and experiences? Is there a single basis for anger in the brain? Is it possible that we can create an emotion in ourselves by ascribing that emotion to ourselves?For help answering these and other related questions, we will turn to three sources, considered in rotation, to help us construct a dialogue between these authors as they develop their ideas. Brene Brown, in Atlas of the Heart, surveys the incredible complexity of human emotion and offers advice on managing these emotions. Lisa Feldman Barrett, in How Emotions Are Made, describes surprising results from neuroscience that contradict folk common sense about the nature of emotions and how they come about. Jean Briggs, in Never in Anger, describes a way of life in which the categorization and expression of emotion is very different from certain other cultures. First-Year Seminars are available only to first-year students. You may apply to both Fall 2025 and Spring 2026 First-Year Seminars via the FYS lottery between July 7 and August 7, 2025 at 11:59PM-midnight.You may apply to as many seminars each term as you would like, but we recommend you apply to at least six in fall and three in spring.As part of your application, you must provide a brief statement on why you are interested in each seminar. You will be notified of lottery results for both fall and spring seminars at 10am on Mon, August 11th. If you are unsuccessful in the lottery, you may still join any seminar with open seats. A list of open seminars and instructions on next steps will be available on the First-Year Seminar Program website August 11th at 12 Noon."
Faculty of Arts and Sciences,FYSEMR,73H,From Gods to Satire: Artistic Engagements With Political Power,222634,2026 Spring,4,,,,,,Instructor Permission Required,"Shai Dromi In this seminar, we will explore the fascinating ways in which art has been used to express, critique, and reflect upon political power. From depicting rulers as gods to using comedy to criticize leaders, we will delve into the visually striking ways societies have grappled with their political systems through art.We will meet at the Harvard Art Museums' Art Study Center, where we will take advantage of the Museums' vast collections. Each week, we will explore different artworks and analyze them in their national and political contexts. We will also read sociological literature that will help us make sense of these works and dive into the Harvard Art Museums' archives to gain a deeper understanding of their social and political contexts. We will see how the engagement between art and politics brings to light core aspects of national identity, belonging, memory, and resistance. The seminar will include visits to the Harvard Memorial Church and the Ethelbert Cooper Gallery of African & African American Art, which will help us gain a broader understanding of the cultural and political context of art.Through this seminar, students will discover the power of art in civic dynamics and gain a new perspective on the complex relationship between art, society, and politics. First-Year Seminars are available only to first-year students. You may apply to both Fall 2025 and Spring 2026 First-Year Seminars via the FYS lottery between July 7 and August 7, 2025 at 11:59PM-midnight.You may apply to as many seminars each term as you would like, but we recommend you apply to at least six in fall and three in spring.As part of your application, you must provide a brief statement on why you are interested in each seminar. You will be notified of lottery results for both fall and spring seminars at 10am on Mon, August 11th. If you are unsuccessful in the lottery, you may still join any seminar with open seats. A list of open seminars and instructions on next steps will be available on the First-Year Seminar Program website August 11th at 12 Noon."
Faculty of Arts and Sciences,FYSEMR,73L,"Unequal Origins: Pregnancy, Poverty and Child Health",224509,2025 Fall,4,Thu,03:00 PM,05:00 PM,Margaret Mc,None,Instructor Permission Required,"Margaret McConnell The US has worse pregnancy and child outcomes than any other high-income country in the world. Is this because we spend less providing direct income support to families than other high-income countries? This course will discuss the intersection between maternal and child health outcomes and poverty in the United States through a medical, economic, political, and historical lens. Assignments will ask students to become familiar with and attempt to navigate available supports for pregnant people and their children in the United States. Students will visit the Harvard art museum to observe how pregnancy and early childhood health and social supports for families with low incomes were conceptualized at the turn of the 20th century. Students will discuss elements of design and implementation of ongoing projects being conducted by Harvard faculty and collaborators to rollout and test direct cash support to pregnant or postpartum people."
Faculty of Arts and Sciences,FYSEMR,73Q (01),How Wars End: The Role of Negotiation,224717,2025 Fall,4,Tue,03:00 PM,05:00 PM,Robert Mnookin,None,Instructor Permission Required,"Robert Mnookin This seminar will explore the role of negotiation in terminating wars. It is commonly thought that wars end after a decisive military battle produces a conclusive victory – one side surrenders and the other side emerges victorious. In fact, recent history suggests things are typically much more complicated: negotiations between the disputants commonly play a critical role in ending armed conflict. One only must consider Korea, Vietnam, Bosnia, Afghanistan, and Iraq.This seminar will initially introduce students to some core ideas relating to negotiation and bargaining theory. Through readings, we will then explore how several wars in fact evolved. We will ask why did the war begin, and did the disputants first attempt to avoid armed conflict through negotiations? To what extent, if any, did negotiations between the combatants end the fighting? We will see that while the expectations and aims of the combatants are typically deeply opposed at the beginning of a war, over time they often converge toward an agreement to stop fighting. In such cases, what produces this convergence? To what extent do factors far removed from the battlefield - economic, political, and social – contribute to the success of negotiations?In addition to readings, students will engage in a few negotiations related exercises and simulations in class."
Faculty of Arts and Sciences,FYSEMR,73S (01),Crime and Justice in a Changing America,224711,2025 Fall,4,Mon,03:00 PM,05:00 PM,Robert Sampson,None,Instructor Permission Required,"Robert Sampson This seminar examines key changes in crime and the criminal justice system over the last half-century, including the dramatic rise in violence starting in the 1960s, mass incarceration starting in the mid-1970s, the unexpected crime decline in the 1990s, the policing crisis heightened by George Floyd's murder in 2020, and historic rises in gun violence during the pandemic era. We will explore these important changes in light of competing explanations of crime and punishment. Inequalities by neighborhood, race, class, and birth cohort will be emphasized, and strategies to promote safety and reform the criminal justice system will be debated.The seminar will emphasize group discussion and learning experiences in the greater Boston area. In one session, the Chief of the Harvard University Police will visit the class and engage with students in discussions about crime and community, including safety at Harvard and its relationship to Cambridge and Boston. In another session, students will report on in-person or virtual visits to neighborhoods in the local area that are of significance for issues we are studying. And in another class, we will interact with a local group of ex-prisoners from the Transformational Prison Project seeking to promote safety healing, and criminal justice reform."
Faculty of Arts and Sciences,FYSEMR,73V,"Antisemitism, Then and Now",226360,2025 Fall,4,,,,,,Instructor Permission Required,"Derek Penslar Why do people hate each other? Why are some groups of people more likely to be hated than others? This seminar seeks to answer these questions through the study of the hatred of Jews, commonly known as antisemitism. Jews have lived throughout the world over thousands of years, and they have been hated for diverse and at times contradictory reasons – they are said to be too different or trying too hard to fit it; religious extremists or extremist secularists; rich capitalists or revolutionary socialists; having no nation or roots, or fanatically attached to the state of Israel. Are there aspects of antisemitism, or other forms of group hatred, that transcend these differences and have common bonds? Is antisemitism an illness, or a symptom of a variety of maladies? In this seminar, we will address these questions. We will do so by tracing Jew-hatred from antiquity to the present, in both Christian and Islamic lands. Our approach will be anchored in history, but we will draw upon insights from the humanities, such as theology and philosophy, and the social sciences, such as sociology and psychology. We will discuss religious and legal texts, political writings, polemics, and literature. We will also examine depictions of Jews in art and film. Through this course, we will learn how social pathologies like antisemitism grow out of basic human psychological needs, and how we can best address those needs without resorting to hatred of others. First-Year Seminars are available only to first-year students. You may apply to both Fall 2025 and Spring 2026 First-Year Seminars via the FYS lottery between July 7 and August 7, 2025 at 11:59PM-midnight.You may apply to as many seminars each term as you would like, but we recommend you apply to at least six in fall and three in spring.As part of your application, you must provide a brief statement on why you are interested in each seminar. You will be notified of lottery results for both fall and spring seminars at 10am on Mon, August 11th. If you are unsuccessful in the lottery, you may still join any seminar with open seats. A list of open seminars and instructions on next steps will be available on the First-Year Seminar Program website August 11th at 12 Noon."
Faculty of Arts and Sciences,FYSEMR,73W,Shared Prosperity in a Fractured Global Economy,226509,2025 Fall,4,,,,,,Instructor Permission Required,"Dani Rodrik Can we build a global economic order that promotes equity, poverty reduction, and climate sustainability, all at once? How do we alleviate the tensions between domestic equality and global equality? Can we restore the middle class in advanced countries while maintaining an open global economy? Can we achieve the climate transition without adverse effects on economic growth and poverty reduction in poor nations? We will explore these questions in the seminar and build towards practical policy solutions. The seminar begins with an exploration of basis statistics on economic and environmental performance. Then we will spend some time on the historical evolution of the world economy, tracing policies, institutional arrangements, and outcomes from the Industrial Revolution to the present. We will next examine the backlash to neoliberalism and evolving forms of populism. We will scrutinize alternative strategies for rebuilding the middle class in the advanced economies, fostering rapid poverty reduction in the developing world, and achieving the green transition. Finally, we will turn to the implications of these strategies for the overall global economic system. student. First-Year Seminars are available only to first-year students. You may apply to both Fall 2025 and Spring 2026 First-Year Seminars via the FYS lottery between July 7 and August 7, 2025 at 11:59PM-midnight.You may apply to as many seminars each term as you would like, but we recommend you apply to at least six in fall and three in spring.As part of your application, you must provide a brief statement on why you are interested in each seminar. You will be notified of lottery results for both fall and spring seminars at 10am on Mon, August 11th. If you are unsuccessful in the lottery, you may still join any seminar with open seats. A list of open seminars and instructions on next steps will be available on the First-Year Seminar Program website August 11th at 12 Noon."
Faculty of Arts and Sciences,FYSEMR,73Y,Abortion in Controversy,226510,2025 Fall,4,,,,,,Instructor Permission Required,"Stephen Sachs Today the law of abortion in America is more in flux than it has been for decades. Educated citizens should have opportunities to study the issue in detail and to decide what they think. This seminar is designed to help first-year students discuss, in an academic setting, the difficult, important, and controversial questions raised by abortion. These include questions of ethics, policy, and law; of human personhood and futures of value; of autonomy and equality; of politics and history; and of unenumerated rights and judicial power.Many of these questions are both highly abstract and deeply personal. While they're the subject of intense and heartfelt commitment on both sides, this seminar is offered in the belief that they're also a proper subject for intellectual inquiry. Within each unit, the assigned readings are roughly balanced as to viewpoint; they take deeply conflicting positions, and each student will certainly disagree with some of them. Students are expected to participate fully in the discussions and will write occasional short papers in response to the readings. First-Year Seminars are available only to first-year students. You may apply to both Fall 2025 and Spring 2026 First-Year Seminars via the FYS lottery between July 7 and August 7, 2025 at 11:59PM-midnight.You may apply to as many seminars each term as you would like, but we recommend you apply to at least six in fall and three in spring.As part of your application, you must provide a brief statement on why you are interested in each seminar. You will be notified of lottery results for both fall and spring seminars at 10am on Mon, August 11th. If you are unsuccessful in the lottery, you may still join any seminar with open seats. A list of open seminars and instructions on next steps will be available on the First-Year Seminar Program website August 11th at 12 Noon. Folklore and Mythology Folklore & Mythology"
Faculty of Arts and Sciences,FOLKMYTH,91R,Supervised Reading and Research,111646,2026 Spring,4,,,,,Arts and Humanities,Instructor Permission Required,"Sarah Craycraft Instruction and direction of reading on material not treated in regular courses of instruction; special work on topics in folklore, mythology, and oral literature. Normally available only to concentrators in Folklore and Mythology. Chairman or the Head Tutor is required."
Faculty of Arts and Sciences,FOLKMYTH,96R,Senior Projects,128218,2025 Fall,4,,,,,Arts and Humanities,Instructor Permission Required,Sarah Craycraft Designed for seniors completing their (non-thesis) senior project to meet the requirement for the concentration's senior project option. wish to work as well as the signature of the Head Tutor. May be repeated with the permission of the Head Tutor.
Faculty of Arts and Sciences,FOLKMYTH,97,Fieldwork and Ethnography in Folklore: A Tutorial in Cultural,134893,2026 Spring,4,,,,,Social Sciences,Instructor Permission Required,"Documentation and Community Engagement Sarah Craycraft This tutorial introduces students to the study of cultural traditions, beliefs, and artistic expressions—their performance, collection, representation and interpretation—through the practice of ethnography. Both ethnographic and theoretical readings serve as the material for class discussion and the foundation for ethnographic fieldwork.At once a crash course in ethnographic theory and ethics, and a practicum in qualitative methods, FM97 weds scholarly inquiry and academic study to practical experience in cultural documentation and personal involvement with local tradition bearers and folk communities. Guided by an interdisciplinary collection of texts, students will have the opportunity to study folklore from the ground up, not only through an academic lens, but through personal relationships, cultural participation, and inquisitive explorations of local communities. Throughout the semester you will be invited to develop skills in qualitative research, cultural documentation, proposal design, interviewing, and the arts of interpretation as you try your hand at fieldwork and ethnography. By examining folkways, expressive culture, traditions, and performances, and interrogating their import in the daily lives of individual and groups, we will aim to bridge the divide between grand theories and everyday practices, between intellectual debates and lived experiences, between the academic institution and the vernacular world. Ultimately, this course aims to bring the folks themselves into the center of the academic study, discussion, and debate. And it aims to give you the tools to help amplify and illuminate their voices, traditions, practices, and lore."
Faculty of Arts and Sciences,FOLKMYTH,98A,History and Theory of Folklore and Mythology,115032,2025 Fall,4,,,,,Arts and Humanities,Instructor Permission Required,"Daniel Frim Are the myths of a society comparable to the dreams of an individual? Do all of a region's fairytales derive from a single plotline? Why do UFO abduction accounts sometimes show similarities to earlier elf and fairy lore? Can we reconstruct any of the narratives our ancestors told before the last ice age? Folklore, mythology, and oral literature are mysterious areas of study; some of the most pressing questions these topics pose remain as open today as when they first began to be researched. In this course, we equip ourselves to explore such questions anew by tracing the development of major theoretical orientations in our field. While the course will focus primarily on contributions dating from between the late-19th and late-20th centuries, some attention will also be devoted to theoretical approaches currently in the process of being born."
Faculty of Arts and Sciences,FOLKMYTH,98B,Tutorial - Junior Year,113346,2026 Spring,4,,,,,Arts and Humanities,,Sarah Craycraft Degrees in Folklore and Mythology required. Normally taken in the second term of the junior year.
Faculty of Arts and Sciences,FOLKMYTH,99A,Tutorial - Senior Year,113480,2026 Spring,4,,,,,Arts and Humanities,Instructor Permission Required,Sarah Craycraft Part one of a two part series. Degrees in Folklore and Mythology required.
Faculty of Arts and Sciences,FOLKMYTH,99B,Tutorial - Senior Year,159922,2026 Spring,4,,,,,Arts and Humanities,Instructor Permission Required,Sarah Craycraft Part two of a two part series. Degrees in Folklore and Mythology required.
Faculty of Arts and Sciences,FOLKMYTH,120,Folklore and Appalachia,222850,2026 Spring,4,Mon/Wed,01:30 PM,02:45 PM,Sarah Craycraft From,Arts and Humanities,,"Sarah Craycraft From moonshine and bluegrass to Lil Bubby Child memes, Latine music, and Affrilachian folk reporting: This course explores Appalachia through the region's folklore as well as the ways that folklore has constituted Appalachia as an imagined American region. Designated a federally recognized region as recently as 1965, Appalachia has long been romanticized as America's authentic other. We will explore the many genres that make up Appalachian folklife as well as consider folklore's role in shaping portrayals of Appalachia. We'll also think about the ways that insider-outsider relations impact representations of the region. Discussions will explore issues such as cultural staging in Dolly Parton's Dollyworld, the commodification of Mothman, and the use of folklore as a form of back talk in response to outsider portrayals of the region as backward, homogenous, and unchanging. Our course will also consider the ways Appalachian folklore links the region transnationally, engaging with comparative cases like the Carpathian Mountain communities, the Czech bluegrass scene, and Welsh coal communities."
Faculty of Arts and Sciences,FOLKMYTH,125,Introduction to the Indigenous Oral Literatures of the Northwest Coast of,225906,2026 Spring,4,,,,,,Instructor Permission Required,"Course introduces students to the indigenous oral literatures of the Northwest Coast of North America. After overviewing the cultural history and linguistic diversity of the region, we will embark on a series of case studies focusing on Clackamas Chinook, Kwakwaka'wakw, Nuxalk, and Haida oral traditions. We will read narratives regarding the origins of the world and of the societies that inhabit it; accounts of heroic journeys to otherworldly realms above the sky and beneath the sea; shamanic initiation stories; and oral histories of migration, intertribal diplomacy, and early interactions with Europeans. Attention will be devoted to the formidable interpretive challenges that indigenous oral traditions pose when they are studied in the Western academy, as well as to the ethical complexities of this endeavor. It is hoped that students will gain an appreciation for the immense cultural diversity of the Northwest Coast's indigenous peoples and for the vastness of their oral-literary heritage."
Faculty of Arts and Sciences,FOLKMYTH,140,Jewish Magic and Folklore: Messages from beyond the Mountains of,224633,2025 Fall,4,Thu,12:45 PM,02:45 PM,Daniel Frim,Arts and Humanities,Instructor Permission Required,"Course surveys the centuries-long history of Jewish magic and folklore, with particular attention to two central paradoxes of the field:(1) The diverse magical and folkloric traditions of the Jewish diaspora have been substantially influenced by the practices and lore of neighboring non-Jewish groups. Nevertheless, Jewish magic and folklore exhibit remarkable continuities over time, with various ideas and motifs spanning Jewish history from its ancient beginnings to the present.(2) Jewish magical and folkloric traditions sometimes stand at odds with monotheism, yet they draw so heavily on other aspects of Jewish religiosity (e.g., prayer, Torah study, mysticism, etc.) that it can be difficult to define magic and folklore in Jewish contexts.Specific topics to be covered in this course include demonic possession narratives from ancient Israel; nautical tall tales told by the rabbis of Sasanian Iraq; accounts of werewolves, witches, and vampires in Jewish writings from medieval Germany; Ladino ballads; Yiddish fairytales; and many others. This course is designed both for newcomers to the study of Judaism and for students with a background in Jewish studies who are interested in learning more about magic and folklore. No prior familiarity with Jewish studies or knowledge of Jewish languages is required. If any enrollees have the ability and desire to read magical texts and folk narratives in Hebrew/Aramaic, a special weekly section will be arranged for this purpose. enroll, please be encouraged to contact the instructor at danielfrim@g.harvard.edu"
Faculty of Arts and Sciences,FOLKMYTH,141 (01),"Elves, Fairies, and UFOs: Dangerous Encounters with Otherworldly Beings",225907,2026 Spring,4,,,,,,Instructor Permission Required,"Course introduces folk traditions involving dangerous encounters between humans and otherworldly beings. Our primary areas of focus will include medieval through modern European elf and fairy lore, as well as twentieth- through twenty-first-century accounts of UFO abduction. The course will examine the historical conditions in which these traditions emerged, and in which they have developed. It will also explore the premise that while the contents of otherworldly abduction/intrusion narratives often show remarkable similarities between one cultural context and another, storytellers from different times and places have deployed these traditions in substantially different ways. We will investigate possible reasons both for these similarities and for these differences, drawing especially from relevant scholarship in folklore studies, anthropology, and the comparative study of religion."
Faculty of Arts and Sciences,FOLKMYTH,172,Quilts and Quiltmaking,127859,2026 Spring,4,Tue,03:00 PM,05:45 PM,Felicity Lufkin  Are,Arts and Humanities,Instructor Permission Required,"Felicity Lufkin Are quilts the great American (folk) art? From intricately stitched whole-cloth quilts, to the improvisational patchworks of Gee's Bend; from the graphic simplicity of Amish quilts to the cozy pastels of depression-era quilts; from the Aids Quilt to art quilts; quilts have taken on extraordinary significance in American culture. This class surveys the evolution of quilt-making as a social practice, considering the role of quilts in articulations of gender, ethnic, class and religious identities, and their positions within discourses of domesticity, technology, consumerism, and cultural hierarchy."
Faculty of Arts and Sciences,FOLKMYTH,176,Tattoo: Histories and Practices,161297,2025 Fall,4,Tue,03:00 PM,05:45 PM,Felicity Lufkin  Tattooing,Arts and Humanities,Instructor Permission Required,"Felicity Lufkin Tattooing has been practiced in many different social and cultural settings, in many different time periods, to different ends. In the United States, tattooing was long associated with marginalized and stigmatized groups, but since the 1970s, has become increasingly popular and even mainstream. This seminar style class will explore distinct regional histories of tattoo, the development of tattooing in the US, and the different ways that contemporary tattoo practitioners situate themselves historically and negotiate boundaries of race, class and gender. We will also consider tattoo as an art form that both invites and resists aesthetic judgments."
Faculty of Arts and Sciences,FOLKMYTH,191R,Supervised Reading and Research,112816,2026 Spring,4,,,,,Arts and Humanities,Instructor Permission Required,Sarah Craycraft Advanced reading in topics not covered in regular courses. General Education General Education
Faculty of Arts and Sciences,GENED,1017,Americans as Occupiers and Nation-Builders,108359,2026 Spring,4,Tue/Thu,01:30 PM,02:45 PM,Andrew Gordon,None,Instructor Permission Required,"Andrew Gordon, Erez Manela How have US military occupations abroad, such as in the Philippines, Japan, and most recently Afghanistan and Iraq, shaped both the United States and the world?The United States has launched numerous projects of military occupation and nation-building in foreign lands since the late 19th century. These have been contradictory enterprises, carrying ideals of freedom and self-determination offered by force or by fiat. This course will assess the meanings and legacies of these projects by examining the ideas, strategies, policies, and outcomes of occupations ranging from the Philippines early on, to Japan, Germany, Korea, and Vietnam to, most recently, Afghanistan and Iraq. The course focuses on American activities and ideas but also examines the responses of the occupied."
Faculty of Arts and Sciences,GENED,1019,"The Caribbean Crucible: Colonialism, Capitalism and Post-Colonial",118290,2025 Fall,4,Mon/Wed,01:30 PM,02:45 PM,Orlando Patterson How,None,,"The Region Orlando Patterson How does the growing inequality between and within nations—which is the major global issue of our times— impact the Caribbean region and, in turn, its U.S. neighbor?This course explores the complex, formative role of the Caribbean in the development of Western colonialism and capitalism and the consequences for the peoples of the region. Four major themes will be examined. First, the importance of the region in the origin and early development of Western imperialism and capitalism: Why did both Western Europe and America begin their imperial and colonial expansion in this region and to what degree did the region's slave-based economies influence the nature and development of Western capitalism? Second, what were the consequences of imperialism for the demographic and socio-cultural fate of indigenous and African populations? Is genocide a proper designation of the fate of exploited peoples of the region up to the end of the period of slavery? Third, we examine the post-colonial consequences of this history for the socio-political, economic and cultural development of the region. What have been the main paths toward sustainable development in the modern Caribbean? Why in spite of its long history of engagement with Western capitalism, has the region largely faltered in its efforts to develop? We examine the different paths to development through five case studies—neo-colonial dependency in Puerto Rico, communist dependency in Cuba, democratic socialism in Jamaica, Barbados' neo-liberal strategy, and aid-dependency in Haiti. We also study the common problem of migration and transnationalism and the degree to which this process undermines national sovereignty. Fourth, we explore the distinctive features of racial classification and cultural representations in the Caribbean. What do we learn about race as a social construction from the Caribbean experience? How do Caribbean racism and colorism unsettle American notions of race and ethnic identities? Why has globalization not led to cultural homogenization? How do we account for the unusual influence of Caribbean music, especially that of Jamaica, on popular global culture?"
Faculty of Arts and Sciences,GENED,1024,Pride & Prejudice & P-values: Scientific Critical Thinking,217834,2026 Spring,4,Mon/Wed,10:30 AM,11:45 AM,Douglas Finkbeiner,None,Instructor Permission Required,"Douglas Finkbeiner, Ned Hall We humans have developed rational and systematic methods for solving problems, ways carefully designed to chart a reliable path to the truth. Yet we as individuals, as groups, as whole societies fail to take full advantage of these methods. This course aims to equip you to do better, by helping you explore what it means to approach a question scientifically. What skills – and more importantly, habits of mind – does this approach require of you as an individual (especially an individual who needs to work in collaboration with other individuals)? What does successful scientific inquiry require of a community – both the community undertaking the inquiry, and the larger society of which it is part? Here you will find the tools to start answering such questions for yourself. You will learn to spot widespread and stubborn errors in reasoning that we humans easily fall prey to, along with techniques for avoiding them. You will uncover some of the fundamental assumptions (about the world we inhabit, and about our access to that world) that science must proceed from, and thereby become more sophisticated about what science can teach us and what it can't. By engaging with these foundational aspects of scientific inquiry, you will come to understand more fully what it means to adopt a critical scientific mindset, and how to do so for yourself. And you will thereby end up in a much better position to assess how communal scientific inquiry does and should guide decision making in a democratic society such as ours."
Faculty of Arts and Sciences,GENED,1025,Happiness,218240,2025 Fall,4,Tue/Thu,01:30 PM,02:45 PM,Susanna Rinard Should,None,,"Susanna Rinard Should we pursue happiness, and if so, what is the best way to do it? This course will critically assess the answers to these questions given by thinkers from a wide variety of different places, cultures, and times, including Stoicism, Epicureanism, Buddhism, Daoism, and contemporary philosophy, psychology, and economics."
Faculty of Arts and Sciences,GENED,1027,"Human Evolution, Human Health, and Climate Change",112339,2026 Spring,4,Tue/Thu,10:30 AM,11:45 AM,Kevin Uno How,None,,"Kevin Uno How and why did climate change influence how humans evolved to be the way we are, and what are the implications of our evolutionary history for human health in a post-industrial world? In addition, how did human activities drive and continue to influence climate change with major impacts on human health? To tackle these important issues, this course reviews the story of how humans evolved through a series of major transitions starting with our divergence from the apes continuing to the present day. At the same time, we explore how the earth's climate has changed over the course of human evolution, driving these transitions, which in turn have major effects on human health. Finally, we will explore the feedback loop between climate change, health, and the future of our species and planet."
Faculty of Arts and Sciences,GENED,1031,Finding Our Way,126603,2025 Fall,4,Mon/Wed,10:30 AM,11:45 AM,John Huth  How,None,Instructor Permission Required,"John Huth How did/do humans find their way across the planet, and how can we replicate their wayfinding?Imagine a situation where modern technology vanishes. How would you find your way around? We can look back in time at Pacific Islanders or the Norse and see how they engaged in wayfinding, using the Sun and stars as guides. In this course, we'll explore time-honored techniques of navigation, and examine how they functioned. Many of the exercises will be devoted to the practice of these wayfinding traditions using our immediate environment as the laboratory. In the second half of the course, we'll see how people predicted the weather using natural signs and put this to the test. Finally, we'll touch on how modern navigation systems work, and how they can be spoofed. Mathematics required will be simple addition, subtraction, multiplication, and division, and we'll often use graphical solutions. This course has an enrollment cap and is a part of the Gen Ed lottery. To participate in the lottery, you must first submit a petition and then rank your choices through my.harvard by 11:59 p.m. EST Tuesday, April 8, 2025. The Gen Ed lottery will run Wednesday, April 9; if you are successful in the lottery, your course petition in your Crimson Cart will turn to a green check that allows you to enroll. You will have until 11:59 p.m. EST Friday, April 11, to claim your seat. After that time, enrollment will open up to non-lottery petitioners. Please note: Only a green checkmark indicates success in the lottery. If you see either petition pending or a red X, it means that your petition was unsuccessful. If this is the case and you would still like to try to enroll in the course, please submit a new petition after the lottery.For timely updates and detailed instructions about entering the Gen Ed lottery, please see https://gened.college.harvard.edu/courses/registration-and-lottery/"
Faculty of Arts and Sciences,GENED,1032,What is a Republic?,120049,2026 Spring,4,Mon/Wed,03:00 PM,04:15 PM,Daniel Carpenter What,None,,"Daniel Carpenter What is a democratic republic, and can such a regime — one that trusts citizens to capably choose and monitor those in power, and one that trusts those in power to restrain themselves and each other while attending to the public good — survive and protect us from tyranny?A republic, if you can keep it. So did Benjamin Franklin characterize his hopes for American government. What did Franklin and others mean by republic, and why did he and so many others worry that it might be something hard to hold onto? This course will give you the theoretical basis and historical evolution of republics so that you can understand the American system of a democratic republic, now spread widely around the planet even as it is considered under threat. You will read Hamilton alongside Jefferson, Machiavelli alongside Montesquieu, and Angelina Grimké alongside Frederick Douglass. You will consider systems of governance in Republican Rome, medieval Europe, early modern England and France, Native American nations and the United States. The thinkers and founders you will read thought long and hard what freedom is, how to balance executive and legislative power, and why republics and democracies can be unstable. As a democratic republic, the United States places great faith in the capacity of voters to choose their rulers, who in turn make most of our policies. Is this faith misplaced? What is the role for virtue in a republic, and what is virtue? How does inequality undermine republican stability, and what might be done about it?Screen reader support enabled."
